ID,City,Date,Season,MatchNumber,Team1,Team2,Venue,TossWinner,TossDecision,SuperOver,WinningTeam,WonBy,Margin,method,Player_of_Match,Team1Players,Team2Players,Umpire1,Umpire2
1216504,Ahmedabad,2020-09-30,2020/21,12,New Zealand,Sri Lanka,Eden Gardens,England,field,N,England,Runs,37.0,,Joe Root,"Joe Root, Ben Stokes, Jos Buttler","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Nitin Menon,Richard Kettleborough
1216532,Sydney,2020-09-29,2020/21,11,Australia,England,Sher-e-Bangla National Stadium,South Africa,field,N,Bangladesh,Runs,15.0,,Shakib Al Hasan,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Marais Erasmus,Richard Kettleborough
1216547,Manchester,2020-09-28,2020/21,10,Bangladesh,Australia,Adelaide Oval,Afghanistan,field,Y,West Indies,SuperOver,,,Jason Holder,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Paul Reiffel,Nitin Menon
1216527,London,2020-09-27,2020/21,9,Afghanistan,South Africa,Sher-e-Bangla National Stadium,Sri Lanka,field,N,Sri Lanka,Wickets,4.0,,Wanindu Hasaranga,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Kumar Dharmasena,Nitin Menon
1216545,Mumbai,2020-09-26,2020/21,8,Afghanistan,England,Eden Gardens,South Africa,bat,N,South Africa,Wickets,7.0,,Kagiso Rabada,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Quinton de Kock, Kagiso Rabada, Aiden Markram",Aleem Dar,Richard Kettleborough
1216539,Dhaka,2020-09-25,2020/21,7,South Africa,Australia,Gaddafi Stadium,Afghanistan,field,N,Afghanistan,Runs,44.0,,Mohammad Nabi,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Chris Gaffaney,Paul Reiffel
1216510,Dhaka,2020-09-24,2020/21,6,India,Afghanistan,The Oval,South Africa,field,N,England,Runs,97.0,,Jos Buttler,"Joe Root, Ben Stokes, Jos Buttler","Quinton de Kock, Kagiso Rabada, Aiden Markram",Chris Gaffaney,Marais Erasmus
1216508,Mumbai,2020-09-23,2020/21,5,New Zealand,South Africa,Eden Gardens,Afghanistan,field,N,New Zealand,Runs,49.0,,Trent Boult,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Kane Williamson, Trent Boult, Devon Conway",Kumar Dharmasena,Paul Reiffel
1216496,Kolkata,2020-09-22,2020/21,4,England,Australia,Old Trafford Cricket Ground,England,field,N,Afghanistan,Runs,16.0,,Rahmanullah Gurbaz,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Joe Root, Ben Stokes, Jos Buttler",Aleem Dar,Marais Erasmus
1216534,Adelaide,2020-09-21,2020/21,3,Australia,Afghanistan,Narendra Modi Stadium,West Indies,field,N,India,Runs,10.0,,Rohit Sharma,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Nitin Menon,Marais Erasmus
1216493,London,2020-09-20,2020/21,2,Afghanistan,South Africa,Wankhede Stadium,Afghanistan,field,Y,Sri Lanka,SuperOver,,,Wanindu Hasaranga,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Rod Tucker,Paul Reiffel
1216492,Sydney,2020-09-19,2020/21,1,South Africa,Bangladesh,Wankhede Stadium,Bangladesh,field,N,New Zealand,Wickets,5.0,,Kane Williamson,"Kane Williamson, Trent Boult, Devon Conway","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Kumar Dharmasena,Richard Kettleborough
1181768,Adelaide,2019-05-12,2019,Final,India,West Indies,Adelaide Oval,Sri Lanka,bat,N,England,Runs,1.0,,Ben Stokes,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Joe Root, Ben Stokes, Jos Buttler",Chris Gaffaney,Nitin Menon
1181767,Lahore,2019-05-10,2019,Qualifier,England,Pakistan,Eden Gardens,Afghanistan,field,N,Afghanistan,Wickets,6.0,,Rahmanullah Gurbaz,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Joe Root, Ben Stokes, Jos Buttler",Paul Reiffel,Nitin Menon
1181766,Melbourne,2019-05-08,2019,Eliminator,West Indies,New Zealand,Melbourne Cricket Ground,Australia,field,N,Pakistan,Wickets,2.0,,Mohammad Rizwan,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Pat Cummins, Steve Smith, David Warner",Paul Reiffel,Chris Gaffaney
1181764,Kolkata,2019-05-07,2019,Qualifier,Australia,India,Eden Gardens,Australia,bat,N,New Zealand,Wickets,6.0,,Trent Boult,"Kane Williamson, Trent Boult, Devon Conway","Pat Cummins, Steve Smith, David Warner",Rod Tucker,Kumar Dharmasena
1178430,Melbourne,2019-05-05,2019,55,Bangladesh,India,The Oval,Bangladesh,field,N,West Indies,Wickets,6.0,,Nicholas Pooran,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Paul Reiffel,Nitin Menon
1178431,Adelaide,2019-05-05,2019,56,Pakistan,Australia,Lord's Cricket Ground,Bangladesh,field,N,England,Wickets,9.0,,Ben Stokes,"Joe Root, Ben Stokes, Jos Buttler","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Rod Tucker,Kumar Dharmasena
1178429,Sydney,2019-05-04,2019,54,Australia,West Indies,Gaddafi Stadium,Sri Lanka,field,N,Sri Lanka,Wickets,4.0,,Wanindu Hasaranga,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Rod Tucker,Richard Kettleborough
1178428,London,2019-05-04,2019,53,Pakistan,New Zealand,Melbourne Cricket Ground,England,bat,N,England,Wickets,5.0,,Jos Buttler,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Joe Root, Ben Stokes, Jos Buttler",Kumar Dharmasena,Rod Tucker
1178427,Lahore,2019-05-03,2019,52,South Africa,Sri Lanka,Lord's Cricket Ground,New Zealand,field,N,Bangladesh,Wickets,7.0,,Mustafizur Rahman,"Kane Williamson, Trent Boult, Devon Conway","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Kumar Dharmasena,Richard Kettleborough
1178426,Adelaide,2019-05-02,2019,51,Australia,Pakistan,Lord's Cricket Ground,New Zealand,bat,Y,New Zealand,SuperOver,,,Devon Conway,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Kane Williamson, Trent Boult, Devon Conway",Aleem Dar,Chris Gaffaney
1178425,Mumbai,2019-05-01,2019,50,Afghanistan,Sri Lanka,Wankhede Stadium,England,field,N,South Africa,Runs,80.0,,Kagiso Rabada,"Joe Root, Ben Stokes, Jos Buttler","Quinton de Kock, Kagiso Rabada, Aiden Markram",Marais Erasmus,Rod Tucker
1178424,Mumbai,2019-04-30,2019,49,Australia,South Africa,Gaddafi Stadium,England,field,,England,NoResults,,,Jos Buttler,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Joe Root, Ben Stokes, Jos Buttler",Rod Tucker,Aleem Dar
1178423,Kolkata,2019-04-29,2019,48,Pakistan,New Zealand,The Oval,Pakistan,field,N,Pakistan,Runs,45.0,,Babar Azam,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Joe Root, Ben Stokes, Jos Buttler",Kumar Dharmasena,Paul Reiffel
1178422,Lahore,2019-04-28,2019,47,England,Afghanistan,Melbourne Cricket Ground,West Indies,field,N,England,Runs,34.0,,Ben Stokes,"Joe Root, Ben Stokes, Jos Buttler","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Richard Kettleborough,Nitin Menon
1178421,Manchester,2019-04-28,2019,46,Sri Lanka,India,Narendra Modi Stadium,Afghanistan,bat,N,Afghanistan,Runs,16.0,,Mohammad Nabi,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Aleem Dar,Richard Kettleborough
1178420,Kolkata,2019-04-27,2019,45,India,England,Lord's Cricket Ground,Bangladesh,field,N,India,Wickets,7.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Aleem Dar,Nitin Menon
1178419,Ahmedabad,2019-04-26,2019,44,England,Bangladesh,Eden Gardens,New Zealand,field,N,New Zealand,Runs,46.0,,Devon Conway,"Joe Root, Ben Stokes, Jos Buttler","Kane Williamson, Trent Boult, Devon Conway",Marais Erasmus,Aleem Dar
1178418,Dhaka,2019-04-25,2019,43,South Africa,Pakistan,Adelaide Oval,Afghanistan,field,N,England,Wickets,3.0,,Ben Stokes,"Joe Root, Ben Stokes, Jos Buttler","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Rod Tucker,Paul Reiffel
1178417,Dhaka,2019-04-24,2019,42,Sri Lanka,Pakistan,Wankhede Stadium,West Indies,field,N,West Indies,Runs,17.0,,Shimron Hetmyer,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Kumar Dharmasena,Aleem Dar
1178416,Melbourne,2019-04-23,2019,41,England,Bangladesh,Narendra Modi Stadium,India,field,N,South Africa,Wickets,6.0,,Quinton de Kock,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Richard Kettleborough,Kumar Dharmasena
1178415,Lahore,2019-04-22,2019,40,India,Pakistan,The Oval,Sri Lanka,field,N,Sri Lanka,Wickets,6.0,,Pathum Nissanka,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Kumar Dharmasena,Marais Erasmus
1178413,Ahmedabad,2019-04-21,2019,38,Sri Lanka,Bangladesh,Narendra Modi Stadium,South Africa,field,N,Australia,Wickets,9.0,,David Warner,"Pat Cummins, Steve Smith, David Warner","Quinton de Kock, Kagiso Rabada, Aiden Markram",Paul Reiffel,Aleem Dar
1178414,Sydney,2019-04-21,2019,39,West Indies,South Africa,Sher-e-Bangla National Stadium,Bangladesh,field,N,Sri Lanka,Runs,1.0,,Pathum Nissanka,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Rod Tucker,Marais Erasmus
1178412,Kolkata,2019-04-20,2019,37,West Indies,South Africa,Melbourne Cricket Ground,India,field,N,South Africa,Wickets,5.0,,Kagiso Rabada,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Paul Reiffel,Kumar Dharmasena
1178411,Adelaide,2019-04-20,2019,36,Australia,West Indies,Lord's Cricket Ground,West Indies,field,N,West Indies,Wickets,5.0,,Nicholas Pooran,"Pat Cummins, Steve Smith, David Warner","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Chris Gaffaney,Paul Reiffel
1178410,Melbourne,2019-04-19,2019,35,Bangladesh,West Indies,Lord's Cricket Ground,West Indies,field,N,Afghanistan,Runs,10.0,,Mohammad Nabi,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Rod Tucker,Nitin Menon
1178409,Mumbai,2019-04-18,2019,34,Australia,Bangladesh,Sher-e-Bangla National Stadium,West Indies,bat,N,West Indies,Runs,40.0,,Jason Holder,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Joe Root, Ben Stokes, Jos Buttler",Rod Tucker,Kumar Dharmasena
1178408,Manchester,2019-04-17,2019,33,India,Afghanistan,Narendra Modi Stadium,Bangladesh,bat,N,India,Wickets,6.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Paul Reiffel,Richard Kettleborough
1178407,Sydney,2019-04-16,2019,32,Australia,Pakistan,Gaddafi Stadium,India,field,N,Pakistan,Runs,12.0,,Mohammad Rizwan,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Paul Reiffel,Aleem Dar
1178406,London,2019-04-15,2019,31,England,Sri Lanka,Lord's Cricket Ground,South Africa,field,N,Bangladesh,Wickets,5.0,,Tamim Iqbal,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Nitin Menon,Rod Tucker
1178404,Manchester,2019-04-14,2019,29,Bangladesh,Pakistan,Melbourne Cricket Ground,India,field,N,Afghanistan,Wickets,5.0,,Rahmanullah Gurbaz,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Chris Gaffaney,Richard Kettleborough
1178405,Lahore,2019-04-14,2019,30,Pakistan,Afghanistan,Eden Gardens,New Zealand,field,N,New Zealand,Runs,39.0,,Devon Conway,"Kane Williamson, Trent Boult, Devon Conway","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Nitin Menon,Richard Kettleborough
1178402,Mumbai,2019-04-13,2019,27,Pakistan,Sri Lanka,Gaddafi Stadium,Afghanistan,field,N,Afghanistan,Wickets,4.0,,Rashid Khan,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Pat Cummins, Steve Smith, David Warner",Richard Kettleborough,Marais Erasmus
1178403,Kolkata,2019-04-13,2019,28,South Africa,New Zealand,Narendra Modi Stadium,India,field,N,India,Wickets,8.0,,Jasprit Bumrah,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Kane Williamson, Trent Boult, Devon Conway",Rod Tucker,Aleem Dar
1178401,Mumbai,2019-04-12,2019,26,Afghanistan,New Zealand,Melbourne Cricket Ground,West Indies,field,N,West Indies,Wickets,7.0,,Nicholas Pooran,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Marais Erasmus,Paul Reiffel
1178400,Kolkata,2019-04-11,2019,25,Pakistan,England,Adelaide Oval,Sri Lanka,field,N,Bangladesh,Wickets,4.0,,Mustafizur Rahman,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Aleem Dar,Paul Reiffel
1178399,Sydney,2019-04-10,2019,24,New Zealand,Bangladesh,Wankhede Stadium,West Indies,field,N,West Indies,Wickets,3.0,,Nicholas Pooran,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Paul Reiffel,Kumar Dharmasena
1178398,Manchester,2019-04-09,2019,23,Afghanistan,New Zealand,Sher-e-Bangla National Stadium,India,field,N,India,Wickets,7.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Kumar Dharmasena,Nitin Menon
1178397,Lahore,2019-04-08,2019,22,India,Bangladesh,Lord's Cricket Ground,Afghanistan,field,N,Afghanistan,Wickets,6.0,,Mohammad Nabi,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Joe Root, Ben Stokes, Jos Buttler",Chris Gaffaney,Richard Kettleborough
1178396,Kolkata,2019-04-07,2019,21,Bangladesh,South Africa,Old Trafford Cricket Ground,Afghanistan,field,N,Afghanistan,Wickets,8.0,,Rahmanullah Gurbaz,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Joe Root, Ben Stokes, Jos Buttler",Marais Erasmus,Chris Gaffaney
1178395,Manchester,2019-04-07,2019,20,Bangladesh,India,Sher-e-Bangla National Stadium,South Africa,field,N,South Africa,Wickets,4.0,,Quinton de Kock,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Quinton de Kock, Kagiso Rabada, Aiden Markram",Chris Gaffaney,Richard Kettleborough
1178394,Melbourne,2019-04-06,2019,19,Pakistan,South Africa,Eden Gardens,South Africa,field,N,India,Runs,40.0,,Jasprit Bumrah,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Aleem Dar,Richard Kettleborough
1178393,Ahmedabad,2019-04-06,2019,18,Australia,South Africa,Narendra Modi Stadium,West Indies,bat,N,West Indies,Runs,22.0,,Jason Holder,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Kane Williamson, Trent Boult, Devon Conway",Paul Reiffel,Nitin Menon
1175372,Melbourne,2019-04-05,2019,17,Pakistan,India,Sher-e-Bangla National Stadium,India,field,N,Pakistan,Wickets,5.0,,Babar Azam,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Aleem Dar,Paul Reiffel
1175371,Sydney,2019-04-04,2019,16,England,Sri Lanka,Wankhede Stadium,India,field,N,Australia,Wickets,5.0,,Pat Cummins,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Pat Cummins, Steve Smith, David Warner",Aleem Dar,Nitin Menon
1175370,Manchester,2019-04-03,2019,15,England,West Indies,Narendra Modi Stadium,South Africa,field,N,Australia,Runs,37.0,,David Warner,"Pat Cummins, Steve Smith, David Warner","Quinton de Kock, Kagiso Rabada, Aiden Markram",Paul Reiffel,Richard Kettleborough
1175369,Manchester,2019-04-02,2019,14,Afghanistan,Australia,Old Trafford Cricket Ground,Bangladesh,field,N,England,Wickets,7.0,,Ben Stokes,"Joe Root, Ben Stokes, Jos Buttler","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Richard Kettleborough,Kumar Dharmasena
1175368,Kolkata,2019-04-01,2019,13,Bangladesh,Australia,Adelaide Oval,Afghanistan,field,N,Afghanistan,Runs,14.0,,Mohammad Nabi,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Marais Erasmus,Kumar Dharmasena
1175366,Mumbai,2019-03-31,2019,11,England,Bangladesh,Old Trafford Cricket Ground,Bangladesh,field,N,Bangladesh,Runs,118.0,,Shakib Al Hasan,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Richard Kettleborough,Chris Gaffaney
1175367,Melbourne,2019-03-31,2019,12,South Africa,Afghanistan,Adelaide Oval,Bangladesh,field,N,West Indies,Runs,8.0,,Shimron Hetmyer,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Rod Tucker,Kumar Dharmasena
1175365,Sydney,2019-03-30,2019,10,West Indies,Afghanistan,Eden Gardens,Pakistan,field,Y,Pakistan,SuperOver,,,Babar Azam,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Pat Cummins, Steve Smith, David Warner",Marais Erasmus,Rod Tucker
1175364,Lahore,2019-03-30,2019,9,Sri Lanka,India,Lord's Cricket Ground,South Africa,field,N,India,Wickets,8.0,,Rohit Sharma,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Quinton de Kock, Kagiso Rabada, Aiden Markram",Chris Gaffaney,Paul Reiffel
1175363,Dhaka,2019-03-29,2019,8,Sri Lanka,India,Narendra Modi Stadium,New Zealand,bat,N,New Zealand,Wickets,5.0,,Trent Boult,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Kane Williamson, Trent Boult, Devon Conway",Nitin Menon,Richard Kettleborough
1175362,Kolkata,2019-03-28,2019,7,Sri Lanka,England,Sher-e-Bangla National Stadium,India,field,N,Pakistan,Runs,6.0,,Mohammad Rizwan,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Richard Kettleborough,Marais Erasmus
1175361,Lahore,2019-03-27,2019,6,India,Bangladesh,The Oval,India,field,N,India,Runs,28.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Marais Erasmus,Rod Tucker
1175360,Dhaka,2019-03-26,2019,5,Australia,New Zealand,Old Trafford Cricket Ground,Bangladesh,bat,N,Pakistan,Wickets,6.0,,Mohammad Rizwan,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Aleem Dar,Rod Tucker
1175359,Sydney,2019-03-25,2019,4,India,England,Eden Gardens,Afghanistan,field,N,South Africa,Runs,14.0,,Kagiso Rabada,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Rod Tucker,Paul Reiffel
1175358,Lahore,2019-03-24,2019,3,India,Sri Lanka,Narendra Modi Stadium,Afghanistan,field,N,Afghanistan,Runs,37.0,,Rahmanullah Gurbaz,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Paul Reiffel,Aleem Dar
1175357,Adelaide,2019-03-24,2019,2,Sri Lanka,India,Sher-e-Bangla National Stadium,New Zealand,field,N,New Zealand,Wickets,6.0,,Devon Conway,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Kane Williamson, Trent Boult, Devon Conway",Kumar Dharmasena,Nitin Menon
1175356,Mumbai,2019-03-23,2019,1,Afghanistan,England,Old Trafford Cricket Ground,India,field,N,India,Wickets,7.0,,Jasprit Bumrah,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Rod Tucker,Richard Kettleborough
1136620,Adelaide,2018-05-27,2018,Final,West Indies,India,Narendra Modi Stadium,New Zealand,field,N,New Zealand,Wickets,8.0,,Devon Conway,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Kane Williamson, Trent Boult, Devon Conway",Marais Erasmus,Kumar Dharmasena
1136619,Ahmedabad,2018-05-25,2018,Qualifier,New Zealand,Pakistan,Old Trafford Cricket Ground,England,field,N,England,Runs,14.0,,Ben Stokes,"Joe Root, Ben Stokes, Jos Buttler","Kane Williamson, Trent Boult, Devon Conway",Marais Erasmus,Kumar Dharmasena
1136618,Sydney,2018-05-23,2018,Eliminator,West Indies,Bangladesh,Sher-e-Bangla National Stadium,Pakistan,field,N,Bangladesh,Runs,25.0,,Shakib Al Hasan,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Babar Azam, Shaheen Afridi, Mohammad Rizwan",Richard Kettleborough,Chris Gaffaney
1136617,Manchester,2018-05-22,2018,Qualifier,India,England,Eden Gardens,Pakistan,field,N,Bangladesh,Wickets,2.0,,Tamim Iqbal,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Aleem Dar,Chris Gaffaney
1136616,Mumbai,2018-05-20,2018,56,Bangladesh,Pakistan,Gaddafi Stadium,England,field,N,Bangladesh,Wickets,5.0,,Mustafizur Rahman,"Joe Root, Ben Stokes, Jos Buttler","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Marais Erasmus,Paul Reiffel
1136615,Dhaka,2018-05-20,2018,55,South Africa,Pakistan,Eden Gardens,India,bat,N,India,Runs,11.0,,Jasprit Bumrah,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Babar Azam, Shaheen Afridi, Mohammad Rizwan",Kumar Dharmasena,Chris Gaffaney
1136614,Adelaide,2018-05-19,2018,54,West Indies,New Zealand,Lord's Cricket Ground,New Zealand,bat,N,New Zealand,Wickets,5.0,,Devon Conway,"Pat Cummins, Steve Smith, David Warner","Kane Williamson, Trent Boult, Devon Conway",Richard Kettleborough,Chris Gaffaney
1136613,Kolkata,2018-05-19,2018,53,West Indies,Australia,Lord's Cricket Ground,South Africa,bat,N,Australia,Runs,30.0,,Pat Cummins,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Pat Cummins, Steve Smith, David Warner",Paul Reiffel,Chris Gaffaney
1136612,Sydney,2018-05-18,2018,52,South Africa,Pakistan,Adelaide Oval,Bangladesh,field,N,Sri Lanka,Runs,34.0,,Kusal Mendis,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Aleem Dar,Nitin Menon
1136611,Dhaka,2018-05-17,2018,51,Pakistan,West Indies,Lord's Cricket Ground,England,field,N,England,Runs,14.0,,Joe Root,"Joe Root, Ben Stokes, Jos Buttler","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Marais Erasmus,Paul Reiffel
1136610,Melbourne,2018-05-16,2018,50,Bangladesh,Australia,Adelaide Oval,South Africa,field,N,South Africa,Runs,3.0,,Aiden Markram,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Joe Root, Ben Stokes, Jos Buttler",Kumar Dharmasena,Marais Erasmus
1136609,Manchester,2018-05-15,2018,49,New Zealand,Bangladesh,Old Trafford Cricket Ground,West Indies,field,N,West Indies,Wickets,6.0,,Nicholas Pooran,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Marais Erasmus,Nitin Menon
1136608,Melbourne,2018-05-14,2018,48,South Africa,Pakistan,Sher-e-Bangla National Stadium,Pakistan,field,N,Pakistan,Wickets,10.0,,Babar Azam,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Pat Cummins, Steve Smith, David Warner",Marais Erasmus,Rod Tucker
1136607,Sydney,2018-05-13,2018,47,West Indies,South Africa,Eden Gardens,Bangladesh,field,N,Australia,Wickets,7.0,,Steve Smith,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Pat Cummins, Steve Smith, David Warner",Nitin Menon,Chris Gaffaney
1136606,Adelaide,2018-05-13,2018,46,Bangladesh,New Zealand,Adelaide Oval,South Africa,field,N,Bangladesh,Wickets,8.0,,Shakib Al Hasan,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Paul Reiffel,Nitin Menon
1136605,Ahmedabad,2018-05-12,2018,45,New Zealand,Pakistan,Adelaide Oval,Bangladesh,field,N,South Africa,Wickets,5.0,,Kagiso Rabada,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Aleem Dar,Rod Tucker
1136604,Ahmedabad,2018-05-12,2018,44,New Zealand,Bangladesh,The Oval,Bangladesh,field,N,New Zealand,Runs,31.0,,Devon Conway,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Kane Williamson, Trent Boult, Devon Conway",Rod Tucker,Nitin Menon
1136603,Melbourne,2018-05-11,2018,43,South Africa,Bangladesh,Old Trafford Cricket Ground,West Indies,bat,N,Bangladesh,Wickets,4.0,,Mustafizur Rahman,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Chris Gaffaney,Aleem Dar
1136602,Dhaka,2018-05-10,2018,42,Sri Lanka,Australia,Eden Gardens,Sri Lanka,bat,N,Sri Lanka,Wickets,9.0,,Wanindu Hasaranga,"Nicholas Pooran, Jason Holder, Shimron Hetmyer","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Paul Reiffel,Aleem Dar
