ID,City,Date,Season,MatchNumber,Team1,Team2,Venue,TossWinner,TossDecision,SuperOver,WinningTeam,WonBy,Margin,method,Player_of_Match,Team1Players,Team2Players,Umpire1,Umpire2
501229,Adelaide,2011-04-27,2011,32,Bangladesh,Sri Lanka,Gaddafi Stadium,Bangladesh,field,N,Bangladesh,Runs,55.0,,Mustafizur Rahman,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Kumar Dharmasena,Aleem Dar
501215,Ahmedabad,2011-04-18,2011,18,England,Sri Lanka,Old Trafford Cricket Ground,Sri Lanka,field,N,Sri Lanka,Wickets,7.0,D/L,Wanindu Hasaranga,"Joe Root, Ben Stokes, Jos Buttler","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Rod Tucker,Richard Kettleborough
501209,Sydney,2011-04-15,2011,12,Sri Lanka,England,Eden Gardens,England,field,N,England,Wickets,9.0,,Jos Buttler,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Joe Root, Ben Stokes, Jos Buttler",Paul Reiffel,Nitin Menon
501202,Manchester,2011-04-10,2011,5,England,New Zealand,Lord's Cricket Ground,New Zealand,bat,N,New Zealand,Wickets,7.0,,Kane Williamson,"Kane Williamson, Trent Boult, Devon Conway","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Kumar Dharmasena,Richard Kettleborough
419150,London,2010-04-11,2009/10,45,Bangladesh,Australia,Melbourne Cricket Ground,Australia,field,N,Australia,Runs,37.0,,Pat Cummins,"Pat Cummins, Steve Smith, David Warner","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Marais Erasmus,Rod Tucker
419149,Manchester,2010-04-11,2009/10,44,Australia,England,Sher-e-Bangla National Stadium,England,bat,N,England,Wickets,7.0,,Joe Root,"Joe Root, Ben Stokes, Jos Buttler","Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi",Kumar Dharmasena,Paul Reiffel
419139,Mumbai,2010-04-04,2009/10,34,Pakistan,Afghanistan,The Oval,Pakistan,bat,N,Pakistan,Wickets,8.0,,Shaheen Afridi,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Joe Root, Ben Stokes, Jos Buttler",Marais Erasmus,Paul Reiffel
419136,Mumbai,2010-04-02,2009/10,31,New Zealand,South Africa,Gaddafi Stadium,South Africa,bat,N,New Zealand,Wickets,6.0,,Kane Williamson,"Kane Williamson, Trent Boult, Devon Conway","Quinton de Kock, Kagiso Rabada, Aiden Markram",Aleem Dar,Kumar Dharmasena
419130,Manchester,2010-03-28,2009/10,25,South Africa,India,Gaddafi Stadium,India,field,N,India,Runs,41.0,,Jasprit Bumrah,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Pat Cummins, Steve Smith, David Warner",Aleem Dar,Nitin Menon
419110,Dhaka,2010-03-14,2009/10,5,New Zealand,India,Lord's Cricket Ground,New Zealand,bat,N,New Zealand,Runs,31.0,,Trent Boult,"Kane Williamson, Trent Boult, Devon Conway","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Aleem Dar,Chris Gaffaney
392238,Sydney,2009-05-23,2009,Semi Final,Afghanistan,West Indies,Gaddafi Stadium,Afghanistan,field,N,Afghanistan,Wickets,6.0,,Rashid Khan,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Quinton de Kock, Kagiso Rabada, Aiden Markram",Richard Kettleborough,Paul Reiffel
392236,Melbourne,2009-05-21,2009,56,South Africa,Bangladesh,Eden Gardens,Bangladesh,bat,N,Bangladesh,Runs,12.0,,Tamim Iqbal,"Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman","Pat Cummins, Steve Smith, David Warner",Marais Erasmus,Nitin Menon
392228,London,2009-05-16,2009,48,Afghanistan,India,Eden Gardens,India,field,N,India,Wickets,6.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Richard Kettleborough,Chris Gaffaney
392221,Adelaide,2009-05-12,2009,41,India,Sri Lanka,Sher-e-Bangla National Stadium,India,field,N,Sri Lanka,Wickets,6.0,,Wanindu Hasaranga,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka",Nitin Menon,Rod Tucker
392209,Melbourne,2009-05-04,2009,29,South Africa,Pakistan,Wankhede Stadium,Pakistan,bat,N,Pakistan,Runs,78.0,,Shaheen Afridi,"Babar Azam, Shaheen Afridi, Mohammad Rizwan","Pat Cummins, Steve Smith, David Warner",Nitin Menon,Aleem Dar
392205,Ahmedabad,2009-05-02,2009,25,India,Sri Lanka,Old Trafford Cricket Ground,India,bat,N,India,Wickets,3.0,,Virat Kohli,"Virat Kohli, Rohit Sharma, Jasprit Bumrah","Kane Williamson, Trent Boult, Devon Conway",Kumar Dharmasena,Chris Gaffaney
392203,Dhaka,2009-05-01,2009,23,South Africa,Afghanistan,Sher-e-Bangla National Stadium,Afghanistan,bat,N,Afghanistan,Runs,9.0,,Rashid Khan,"Rashid Khan, Rahmanullah Gurbaz, Mohammad Nabi","Quinton de Kock, Kagiso Rabada, Aiden Markram",Chris Gaffaney,Paul Reiffel
392191,Manchester,2009-04-24,2009,11,Sri Lanka,West Indies,Narendra Modi Stadium,Sri Lanka,bat,N,West Indies,Wickets,7.0,,Nicholas Pooran,"Wanindu Hasaranga, Kusal Mendis, Pathum Nissanka","Nicholas Pooran, Jason Holder, Shimron Hetmyer",Kumar Dharmasena,Nitin Menon
336019,London,2008-05-28,2007/08,56,Australia,New Zealand,Adelaide Oval,New Zealand,field,N,New Zealand,Runs,41.0,,Devon Conway,"Kane Williamson, Trent Boult, Devon Conway","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Aleem Dar,Kumar Dharmasena
336037,Kolkata,2008-05-27,2007/08,54,Bangladesh,India,Adelaide Oval,India,bat,N,India,Wickets,7.0,,Jasprit Bumrah,"Kane Williamson, Trent Boult, Devon Conway","Virat Kohli, Rohit Sharma, Jasprit Bumrah",Nitin Menon,Kumar Dharmasena
336032,Manchester,2008-05-24,2007/08,50,South Africa,Australia,Melbourne Cricket Ground,South Africa,field,N,South Africa,Wickets,5.0,,Aiden Markram,"Quinton de Kock, Kagiso Rabada, Aiden Markram","Kane Williamson, Trent Boult, Devon Conway",Rod Tucker,Marais Erasmus
336031,Kolkata,2008-05-23,2007/08,48,England,New Zealand,Adelaide Oval,England,field,N,New Zealand,Wickets,6.0,,Trent Boult,"Kane Williamson, Trent Boult, Devon Conway","Joe Root, Ben Stokes, Jos Buttler",Chris Gaffaney,Nitin Menon
336024,Sydney,2008-05-18,2007/08,42,Australia,South Africa,Adelaide Oval,Australia,field,N,Australia,Runs,25.0,,Steve Smith,"Pat Cummins, Steve Smith, David Warner","Babar Azam, Shaheen Afridi, Mohammad Rizwan",Aleem Dar,Nitin Menon
336009,Kolkata,2008-05-08,2007/08,28,New Zealand,Bangladesh,Old Trafford Cricket Ground,Bangladesh,field,N,New Zealand,Wickets,4.0,,Devon Conway,"Kane Williamson, Trent Boult, Devon Conway","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Nitin Menon,Richard Kettleborough
336007,Adelaide,2008-05-06,2007/08,26,Australia,Pakistan,Eden Gardens,Australia,field,N,Australia,Wickets,7.0,,Steve Smith,"Pat Cummins, Steve Smith, David Warner","Babar Azam, Shaheen Afridi, Mohammad Rizwan",Richard Kettleborough,Paul Reiffel
336034,Kolkata,2008-05-03,2007/08,21,New Zealand,Bangladesh,Eden Gardens,Bangladesh,field,N,Bangladesh,Runs,3.0,,Mustafizur Rahman,"Pat Cummins, Steve Smith, David Warner","Shakib Al Hasan, Tamim Iqbal, Mustafizur Rahman",Paul Reiffel,Richard Kettleborough
